name,username,created_at,description,protected,id,verified,lower_name,SQ_CANDIDATO,instagram_url,n_instagram,twitter_url,twitter_user,n_twitter,same,followers_count,following_count,tweet_count,listed_count,days_created,digits_name,digits_desc
Renata Falzoni,renatafalzoni,2009-07-08T23:49:12.000Z,"Arquiteta, jornalista, há mais de 40 anos luto pela mobilidade ativa e sustentabilidade. Candidata a Deputada Estadual em SP (PSB 40400)",0,55073631,0,renatafalzoni,250001620624,https://instagram.com/renatafalzoni,1,https://twitter.com/renatafalzoni,renatafalzoni,1,1,13713,532,10324,303,4788.0075,0.0,2.0
Fátima Pelaes,fatimapelaes,2010-06-16T19:01:58.000Z,"#JuntasSomosDoTamanhoDoBrasil Esposa, mãe e avó ❤ Defensora dos Direitos da Mulheres e da Família 🇧🇷",0,156363339,1,fatimapelaes,30001595540,https://www.instagram.com/fatimapelaes/,1,https://twitter.com/fatimapelaes,fatimapelaes,1,1,4507,1207,3083,64,4445.206967592593,0.0,0.0
carla cristina freit,carla_freit,2011-09-28T17:17:46.000Z,,0,381629339,0,carla_freit,160001614779,https://instagram.com/carla_freit?igshid=YmMyMTA2M2Y=,1,https://twitter.com/Carlafreitas01,carlafreitas01,1,0,1,53,4,0,3976.279328703704,0.0,0.0
Gabriele Kio,gkio,2009-08-06T08:45:13.000Z,,0,63420967,0,gkio,160001612423,https://www.instagram.com/gkio/,1,https://twitter.com/gabrielkio,gabrielkio,1,0,1,0,0,0,4759.635266203703,0.0,0.0
Fernanda Curti,FeCurti13,2020-07-07T15:04:37.000Z,"▫️♀️🏳️‍🌈✊🏿
▫️ TikTok (+ 172K)
▫️ Pré-candidata a Deputada Federal pelo PT-SP
▫️ Secretária de Mulheres do PT Paulista",0,1280517974449893377,0,fecurti13,250001610689,https://www.instagram.com/fecurti13/,1,https://twitter.com/FeCurti13,fecurti13,1,1,2394,1515,1941,17,771.3717939814816,0.0,3.0
vilma cidade,vilmacidade,2009-08-20T00:00:36.000Z,"Cristã, patriota, conservadora, carnívora, contra o aborto, pró arma, médica psiquiatra, Mestre em Saúde e Desenvolvimento Humano.",0,67167150,0,vilmacidade,210001605723,https://instagram.com/vilmacidade?igshid=YmMyMTA2M2Y=,1,https://twitter.com/vilmacidade?t=urEBh60X0ghjExKbZ1-lzA&s=09,vilmacidade,1,1,437,463,427,0,4745.999583333333,0.0,0.0
Gilton Targon Sampaio,GiltonSampaio,2018-08-04T16:45:33.000Z,,0,1025784818976600065,0,giltonsampaio,200001603620,https://www.instagram.com/giltonsampaio/,1,https://twitter.com/ProfGilton,profgilton,1,0,3,6,1,0,1474.3017013888891,0.0,0.0
Thiago De Leon 1️⃣2️⃣0️⃣5️⃣0️⃣,thiagoedeleon,2010-07-21T14:59:42.000Z,Vereador em Gravataí - Candidato a Deputado Estadual - PDT 🌹 I Sociólogo I Professor voluntário e Coordenador do cursinho gratuito Agarre o Saber I #PND,0,169099325,0,thiagoedeleon,210001621306,https://www.instagram.com/thiagoedeleon/,1,https://twitter.com/thiagoedeleon,thiagoedeleon,1,1,3298,2905,1286,6,4410.375208333334,0.0,0.0
André Lacerda,Andrelacerdams,2021-12-26T12:08:22.000Z,"🗳 Debatendo políticas públicas para melhorar a qualidade de vida dos jovens de MS
🕹  Vice-presidente da @fespms
⚖️  Advogado
📚  PG Direito Penal e Público",0,1475075861531533315,0,andrelacerdams,120001650955,https://www.instagram.com/andrelacerdams,1,https://twitter.com/Andrelacerdams,andrelacerdams,1,1,16,59,10,0,234.49418981481483,0.0,0.0
Matheus Gomes,matheuspggomes,2019-01-09T15:08:17.000Z,Candidato a Deputado Estadual (RS). 🙅🏾 A nossa hora é agora! Vereador de Porto Alegre Mestre em História/UFRGS @psol50 @Afrontenacional @coalizaonegra,0,1083017623837777921,1,matheuspggomes,210001598529,https://www.instagram.com/matheuspggomes,1,https://twitter.com/matheuspggomes,matheuspggomes,1,1,28841,1043,6087,82,1316.3692476851852,0.0,2.0
Zé Augusto Nalin,zeaugustonalin,2015-10-27T23:00:57.000Z,,0,4056653428,0,zeaugustonalin,190001603393,https://www.instagram.com/zeaugustonalin/,1,https://twitter.com/zeaugustonalin,zeaugustonalin,1,1,320,559,503,6,2486.0410069444447,0.0,0.0
Tandara Caixeta,TandaraCaixeta,2010-10-28T23:34:21.000Z,"🇧🇷 CANDIDATA DEPUTADA FEDERAL SP
👨‍👩‍👧 Mãe da Maria Clara
🙏 Cristã, evangélica, pelos valores familiares
🏐 Jogadora de Voleibol
🥇 Campeã Olímpica",0,209315961,1,tandaracaixeta,250001611233,https://www.instagram.com/tandaracaixeta/,1,https://twitter.com/TandaraCaixeta,tandaracaixeta,1,1,87663,163,1153,156,4311.0178125,0.0,0.0
Sérgio Victor,sergiovictorbr,2018-12-13T16:51:21.000Z,"🙋‍♂️ Candidato a Dep Estadual SP (Novo) 👊 Empreendedor 💪 Educação, geração de emprego e inovação para melhorar serviços públicos",0,1073259086605635585,1,sergiovictorbr,250001597796,https://instagram.com/sergiovictorbr,1,https://www.twitter.com/sergiovictorbr,sergiovictorbr,1,1,5130,687,3970,62,1343.2976736111111,0.0,0.0
Alex Minduín,alexminduin,2009-10-12T08:56:23.000Z,,0,81799191,0,alexminduin,250001611760,https://www.instagram.com/alexminduin/,1,https://twitter.com/Alex_Minduin,alex_minduin,1,0,10,0,0,0,4692.627511574075,0.0,0.0
Cesar Max,CesarMaxNovo,2022-06-15T22:58:12.000Z,Candidato a Deputado Federal - SP Partido Novo Empreendedor,0,1537207832281600000,0,cesarmaxnovo,250001597664,https://instagram.com/cesarmaxnovo,1,https://www.twitter.com/cesarmaxnovo,cesarmaxnovo,1,1,6,18,20,1,63.04291666666666,0.0,0.0
Leninha Professora 50666,LeninhaProfi,2022-05-17T00:19:49.000Z,"☀️Pré-candidata a Deputada Estadual pelo PSOL
👩🏿 Mulher Negra
🌈 Lésbica
✊🏿 Sindicalista
👩🏿‍🏫 Professora
""Mexeu com a periferia, mexeu comigo""",0,1526356385268629509,0,leninhaprofi,250001619382,https://www.instagram.com/leninhaprofi/,1,https://twitter.com/LeninhaProfi,leninhaprofi,1,1,17,18,8,2,92.98623842592593,5.0,0.0
Victor Dias,victordiaspa,2021-10-28T10:57:14.000Z,Fui vereador de Belém. Sou deputado estadual e candidato à reeleição. É #OParáNaFrente com Victor Dias novamente! 4️⃣4️⃣4️⃣4️⃣4️⃣ 💙,0,1453677155485896708,0,victordiaspa,140001611691,https://www.instagram.com/victordiaspa,1,https://twitter.com/victordiaspa,victordiaspa,1,1,21,11,89,0,293.54358796296293,0.0,0.0
Merlong Solano,MerlongSolano,2010-05-05T12:36:50.000Z,"Candidato a Deputado Federal - 1333
Deputado Federal PT/PI.
Professor, economista e historiador.",0,140413929,0,merlongsolano,180001610763,https://www.instagram.com/merlongsolano/,1,https://twitter.com/merlongsolano,merlongsolano,1,1,3942,916,5135,58,4487.474421296297,0.0,4.0
Keivia Dias,KeiviaDias,2021-10-07T18:49:55.000Z,"👨‍👩‍👧‍👧 Mãe, esposa, determinada e otimista. 📌 Cearense com muito orgulho. 🤝 Fundadora do projeto Juntos Somos+ 🦷 Cirurgiã dentista em formação.",0,1446185929367035913,0,keiviadias,60001613534,https://www.instagram.com/keiviadias/,1,https://mobile.twitter.com/keiviadias,keiviadias,1,1,4,24,42,0,314.21533564814814,0.0,0.0
romulodeputado,romulodeputado,2022-08-04T14:48:20.000Z,"RÔMULO WILSON VACA MARQUES
Farmacêutico,
Especialidades Reproducao Humana,
Analises Clinicas,
Medicina Ortomolecular,
Harmonizacao Facial,
Político, @ptbrasil",0,1555203932334555144,0,romulodeputado,230001610866,https://www.instagram.com/romulodeputado/,1,https://twitter.com/romulodeputado,romulodeputado,1,1,34,199,1,0,13.383101851851853,0.0,0.0
Dra. Ivane 13,draivane,2010-06-28T17:09:15.000Z,"Mãe, médica, conselheira do CRM-GO por 10 anos, militante nos tempos de faculdade e agora candidata a PREFEITA de Mineiros pelo PT, nº 13.",0,160606376,0,draivane,90001605348,https://www.instagram.com/draivane/,1,https://twitter.com/IvsneCamoos,ivsnecamoos,1,0,282,319,325,7,4433.285243055556,2.0,2.0
Euclides papiros,euclidespapiros,2014-06-23T23:31:03.000Z,,0,2635936245,0,euclidespapiros,70001713114,https://instagram.com/euclidespapiros?igshid=YmMyMTA2M2Y=,1,https://twitter.com/euclidespapiros,euclidespapiros,1,1,16,30,66,0,2977.0201041666674,0.0,0.0
Luana Mota,luanamotarj,2017-08-30T14:29:13.000Z,"cientista social, cria de São Gonçalo, mãe da Cecília - meu amor autista. Eu acredito e trabalho por um lugar melhor! Me segue no insta que eu gosto 💜",0,902901020346462209,0,luanamotarj,190001654276,http://instagram.com/luanamotarj,1,http://twitter.com/luanamotarj,luanamotarj,1,1,1219,509,3237,5,1813.396377314815,0.0,0.0
Lucas Pitta MG,lucaspittamg,2018-08-09T12:07:06.000Z,"Candidato a Deputado Estadual por MG / O legítimo representante do trabalhador mineiro,vote 30630!",0,1027526684302626817,0,lucaspittamg,130001598552,https://instagram.com/lucaspittamg,1,https://www.twitter.com/lucaspittamg,lucaspittamg,1,1,41,26,42,0,1469.4950694444444,0.0,5.0
Carlos Jordy Federal RJ 2211,carlosjordy,2009-10-14T04:02:43.000Z,"Deputado Federal eleito com 204.048 votos em 2018, 4° mais votado do estado(RJ) - Telegram: https://t.co/3OW3KjEJF6",0,82271629,1,carlosjordy,190001596781,https://www.instagram.com/carlosjordy/,1,https://twitter.com/carlosjordy,carlosjordy,1,1,755802,889,11494,1136,4690.831446759259,4.0,3.0
Terezinhamaiarn,terezinhamaiarn,2022-07-06T01:35:17.000Z,Candidata a deputada estadual; ex-primeira-dama de São Gonçalo do Amarante; ex-secretária de Assistência Social e ex-vice-prefeita de São Fernando.,0,1544495074649702401,0,terezinhamaiarn,200001604694,https://instagram.com/terezinhamaiarn?igshid=YmMyMTA2M2Y=,1,https://twitter.com/terezinhamaiarn?s=21&t=JaUzmDZWm2AWksCFls5F4Q,terezinhamaiarn,1,1,14,34,28,0,42.933831018518525,0.0,0.0
Léo Lima Candidato a Deputado Estadual,LeoLimaPSC20,2022-06-22T19:05:07.000Z,Candidato a Deputado Estadual pelo o PSC Vote 20.322 trabalhando lado Tarcisio Freitas e Bolsonaro buscar melhorar a cada região com maior quantidade de vida.,0,1539685706276245509,0,leolimapsc20,250001643770,https://instagram.com/leolimapsc20?igshid=YmMyMTA2M2Y=,1,https://twitter.com/leolimapsc20?s=21&t=OdEqw1vsAKFKt0C7jOEYag,leolimapsc20,1,1,1291,2279,251,0,56.20478009259259,0.0,2.0
Erika Moreira,ErikaMoreira_13,2022-06-01T22:42:17.000Z,Pré-candidata à deputada estadual / Paraense/ Feminista ✊🏾🚩 Mãe periférica /  Coord. Estadual da UNMP PÁ 🏠,0,1532130377841664001,0,erikamoreira_13,140001676611,https://instagram.com/erikamoreira_13?r=nametag,1,https://twitter.com/ErikaMoreira_13?t=MrfOEleQ9fX_7fsnP_YEFw&s=09,erikamoreira_13,1,1,15,87,7,0,77.0539699074074,0.0,0.0
Alexander Laino,alexander_laino,2021-03-17T22:57:48.000Z,,0,1372321246541668355,0,alexander_laino,190001598391,https://instagram.com/https://www.instagram.com/alexander_laino/,1,https://www.twitter.com/https://twitter.com/alexanderlaino,alexanderlaino,1,0,0,0,5,0,518.0431944444445,0.0,0.0
Laura Serrano,lauraserranomg,2016-06-24T13:23:56.000Z,⁣ 🇧🇷Deputada Estadual mais bem votada pelo @partidonovo30 na @assembleiamg 🔸Vice-líder de Governo na ALMG 👉🏻 Pré-candidata a Deputada Estadual - NOVO MG,0,746333033389764608,1,lauraserranomg,130001598591,https://instagram.com/lauraserranomg,1,https://www.twitter.com/lauraserranomg,lauraserranomg,1,1,3775,82,821,52,2245.4417129629633,0.0,2.0
Raone Ferreira 4070,raonefs,2018-06-29T02:50:02.000Z,"Ativista em Volta Redonda/RJ, doutorando em Educação, professor, ativista e candidato a Deputado Federal - 4070 (PSB/RJ)",0,1012528588871163904,0,raonefs,190001645396,https://www.instagram.com/raonefs,1,https://mobile.twitter.com/raonefs,raonefs,1,1,581,1617,232,0,1510.8819212962965,4.0,4.0
julierme,juliermesena,2011-02-23T19:20:22.000Z,,0,256638812,0,juliermesena,60001608899,https://www.instagram.com/juliermesena/,1,https://twitter.com/juliermesenav,juliermesenav,1,0,1,0,1,0,4193.194189814815,0.0,0.0
DR. Márcio Marcelo,Drmarciomarcelo,2010-06-29T18:06:03.000Z,"Advogado,Pós Graduado em Direito Penal e Eleitoral.",0,160995578,0,drmarciomarcelo,190001615312,https://www.instagram.com/drmarciomarcelo/,1,https://twitter.com/MarcioMarceloDr,marciomarcelodr,1,0,48,77,88,0,4432.245798611111,0.0,0.0
Eleangela,EleangelaPR,2020-05-15T22:13:57.000Z,"Empoderamento da Mulher;
Empreendedora;
Diversidade;
E o que me der vontade 😉",0,1261419538056388608,0,eleangelapr,160001603721,https://www.instagram.com/eleangelapr,1,https://twitter.com/EleangelaPR,eleangelapr,1,1,71,96,129,2,824.0736458333334,0.0,0.0
Francisco Gabriel,MotaGabriell,2012-10-20T19:02:38.000Z,,0,893829354,0,motagabriell,40001633256,http://instagram.com/motagabriell,1,http://twitter.com/motagabrielll,motagabrielll,1,0,3,53,3,0,3588.2065046296298,0.0,0.0
Seliane da SOS,selianedasos,2021-01-18T12:14:25.000Z,Protetora da Causa Animal Eleita 𝗩𝗘𝗥𝗘𝗔𝗗𝗢𝗥𝗔 por Anápolis com 1.714 votos. Fundadora da ONG SOS Animais Anápolis,0,1351140830757728256,0,selianedasos,90001653184,https://instagram.com/selianedasos?igshid=YmMyMTA2M2Y=,1,https://twitter.com/selianedasos?t=CR8WDe_E8eYZeGaAQiwaSw&s=09,selianedasos,1,1,72,86,165,0,576.489988425926,0.0,3.0
joan i.felix,joanifelix,2011-04-23T06:54:54.000Z,,0,286555371,0,joanifelix,240001610061,http://instagram.com/joanifelix,1,http://twitter.com/joani_10,joani_10,1,0,0,0,0,0,4134.711875,0.0,0.0
Renilson Roma,renilsonroma,2011-06-24T00:44:11.000Z,"🚒 𝘉𝘰𝘮𝘣𝘦𝘪𝘳𝘰 𝘔𝘪𝘭𝘪𝘵𝘢𝘳 𝘥𝘰 DF 🙏 𝘊𝘳𝘪𝘴𝘵ã𝘰, 𝘔𝘢𝘳𝘪𝘥𝘰 𝘦 𝘗𝘢𝘪 𝙋𝙧𝙚-𝙘𝙖𝙣𝙙𝙞𝙙𝙖𝙩𝙤 𝙖 𝘿𝙚𝙥𝙪𝙩𝙖𝙙𝙤 𝙁𝙚𝙙𝙚𝙧𝙖𝙡",0,322947458,0,renilsonroma,70001608441,https://www.instagram.com/renilsonroma,1,https://twitter.com/RenilsonRoma,renilsonroma,1,1,168,163,357,0,4072.9693171296294,0.0,0.0
marcelo calero,marcelocalero,2011-02-01T01:58:32.000Z,,0,245599991,0,marcelocalero,190001603425,https://www.instagram.com/marcelocalero/,1,https://twitter.com/caleromarcelo,caleromarcelo,1,0,78,171,204,0,4215.917685185185,0.0,0.0
Guiga Peixoto,GuigaPeixotoSP,2019-10-04T20:41:52.000Z,"🇧🇷 Deputado Federal - PSC/SP. 
🎓 Administração de Empresas. 
📌Pós - Graduação em Gestão Empresarial. 
Pai da Nanda e da Zi, avô da Sofia, Isa, e Lê.
.'.",0,1180221367884681216,1,guigapeixotosp,250001643898,https://www.instagram.com/guigapeixotosp/,1,https://twitter.com/GuigaPeixotoSP,guigapeixotosp,1,1,28840,499,2656,111,1048.1375925925925,0.0,0.0
Diego,Dg_silveiraa,2018-07-07T21:37:07.000Z,@cavalcantgrazi💍,0,1015711330710507520,0,dg_silveiraa,240001647339,https://www.instagram.com/dg_silveiraa,1,https://twitter.com/douglasilv97,douglasilv97,1,0,296,130,1857,0,1502.0992245370371,0.0,0.0
Carlos Matos,carlosmatosce,2009-10-07T15:00:21.000Z,"🌐 Candidato a Deputado Federal
🌐 Católico, esposo e pai
🌐 8 anos Secretário de Agricultura do Estado do Ceará
🌐 4 anos Deputado Estadual
🌐 Empreendedor",0,80597262,0,carlosmatosce,60001608900,https://www.instagram.com/carlosmatosce/,1,https://twitter.com/carlosmatosce,carlosmatosce,1,1,119,516,248,1,4697.374756944445,0.0,0.0
Leandro Grass 43,leandrograss,2009-08-06T18:58:29.000Z,"🌱 Candidato do @lulaoficial a Governador do DF ❤️💚 Federação Brasil da Esperança PV-PT-PCdoB 📚 Professor, sociólogo e deputado distrital",0,63507573,1,leandrograss,70001597108,https://www.instagram.com/leandrograss/,1,https://twitter.com/leandrograss,leandrograss,1,1,13910,1722,13453,88,4759.209386574074,2.0,0.0
JONAS DONIZETTE,JONASDONIZETTE,2009-07-18T13:41:12.000Z,,0,57934363,0,jonasdonizette,250001620296,https://www.instagram.com/jonasdonizette/?hl=pt,1,https://twitter.com/jonasdonizette_?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwg,jonasdonizette_,1,0,35,1,0,0,4778.429722222222,0.0,0.0
João Paulo Costa,joaopaulocostac,2019-02-05T13:55:52.000Z,Deputado Estadual de Pernambuco e presidente da Comissão de Esportes e Lazer da Assembleia Legislativa.,0,1092783872264294400,0,joaopaulocostac,170001608952,https://www.instagram.com/joaopaulocostac/,1,https://twitter.com/joaopaulocostac,joaopaulocostac,1,1,173,92,77,7,1289.419537037037,0.0,0.0
Rosana da Saúde,rosanadasaude_,2021-01-19T12:24:36.000Z,"Eis que Deus é o meu ajudador Sl.54:4
➡️Candidata a Deputada Federal 
▪︎VOTE 1️⃣0️⃣1️⃣2️⃣
▪︎A mulher mais votada em 2020
▪︎Vereadora SLZ
▪︎CCJ-Saúde",0,1351505730323558400,0,rosanadasaude_,100001602012,https://instagram.com/rosanadasaude_,1,https://twitter.com/rosanadasaude_,rosanadasaude_,1,1,175,12,131,0,575.4829166666667,0.0,2.0
Douglas Sandri,douglassandri,2011-02-17T06:11:14.000Z,"Pré-candidato Deputado Estadual. Quase deputado por 317 votos em 2018. Foi secretário do Desenvolvimento Econômico, Turismo e Agricultura de Lajeado/RS.",0,253421714,0,douglassandri,210001597029,https://instagram.com/douglassandri,1,https://www.twitter.com/douglassandri,douglassandri,1,1,531,763,4588,5,4199.742199074074,0.0,3.0
Ana Júlia 1314,AnaJulia_Carepa,2009-12-12T22:54:26.000Z,Candidata a Deputada Federal 1️⃣3️⃣1️⃣4️⃣,0,96435786,0,anajulia_carepa,140001620905,https://www.instagram.com/anajulia_carepa/,1,https://twitter.com/AnaJulia_Carepa,anajulia_carepa,1,1,14046,1828,42912,253,4631.045532407407,4.0,0.0
Bernardo Silviano Brandão,BernardoSBV,2009-06-03T01:54:59.000Z,"Aqui neste espaço falo sobre Minas Gerais, o Brasil, política e o Galo.",0,44265222,0,bernardosbv,130001598581,https://instagram.com/bernardosbv,1,https://www.twitter.com/bernardosbv,bernardosbv,1,1,398,311,5902,2,4823.920150462963,0.0,0.0
Dayviane Garcia,dayviane_garcia,2012-09-24T15:08:05.000Z,"Pré-candidata a deputada federal pelo Novo. Friburguense, advogada, liberal, aspirante a acordeonista, etc e tal.",0,843759319,0,dayviane_garcia,190001598419,https://instagram.com/dayviane_garcia,1,https://www.twitter.com/dayviane_garcia,dayviane_garcia,1,1,171,299,807,2,3614.369386574074,0.0,0.0
Salismar,drsalismar,2022-07-28T18:22:59.000Z,,0,1552721176845246467,0,drsalismar,200001604190,https://www.instagram.com/drsalismar/,1,https://twitter.com/Salismar31333,salismar31333,1,0,0,1,0,0,20.23403935185185,0.0,0.0
Rute Ripari,RuteRipari,2011-07-29T13:27:17.000Z,,0,344707261,0,ruteripari,250001643728,https://instagram.com/ruteripari/,1,https://twitter.com/RipariRute,riparirute,1,0,9,26,8,0,4037.4393865740744,0.0,0.0
Patrícia Zanella,PatriciaZanella,2010-01-17T21:26:29.000Z,"Um momento de agonia; um momento, por favor: o mundo todo se abalou, ou somente o meu caía?",0,105896437,0,patriciazanella,250001613797,https://www.instagram.com/patriciazanella,1,https://www.twitter.com/patzanellasp,patzanellasp,1,0,119,129,501,1,4595.106608796296,0.0,0.0
Polly do Amaral,pollydoamaral,2014-09-23T12:26:59.000Z,♀Mãetivista #pollyvalente🤰🏽🤱🏽👩‍👧‍👧 👩🏻‍💻🎨📚🥦😷🚴🏼‍♀️🌎✊🏽💟#emadrecer • mulheres | mães | crianças | educação | saúde | justiça social,0,2827981136,0,pollydoamaral,130001615256,https://www.instagram.com/pollydoamaral/,1,https://mobile.twitter.com/pollydoamaral,pollydoamaral,1,1,741,1011,2493,5,2885.4812615740743,0.0,0.0
🐾 Vereadora Lourdes Sprenger (Porto Alegre) MDB,lourdesanimais,2013-05-14T19:42:35.000Z,"🐾Vereadora Porto Alegre. 3° mandato
1ª parlamentar eleita p/Causa Animal RS (2013) 
2ª Vice-Presidente CMPA (2020) 
Procuradora Esp. Mulher (2020/21) 
Auditora",0,1428666750,0,lourdesanimais,210001647875,https://www.instagram.com/lourdesanimais/,1,https://twitter.com/lourdesanimais,lourdesanimais,1,1,700,659,4869,18,3382.178761574074,0.0,4.0
Nelson Eguia,drnelsonsaude,2021-06-04T19:36:04.000Z,"💡Idealizador do Instituto Nacional do Câncer Bucal (INCAB), cirurgião-dentista e candidato a deputado estadual do RS.",0,1400898977281757188,0,drnelsonsaude,210001620231,https://www.instagram.com/drnelsonsaude,1,https://www.twitter.com/drnelsonsaude,drnelsonsaude,1,1,6,0,57,0,439.183287037037,0.0,0.0
crhistianlisboa,crhistianlisboa,2012-05-28T23:59:12.000Z,PASTOR CRHISTIAN LISBOA,0,593260608,0,crhistianlisboa,170001618746,https://instagram.com/crhistianlisboa?igshid=YmMyMTA2M2Y=,1,https://twitter.com/crhistianlisboa?t=q6QRLoXeyR6jBVK_awaCYw&s=09,crhistianlisboa,1,1,17,46,2330,0,3733.000555555556,0.0,0.0
Flaviano Moreira,Prof_Flaviano,2011-08-07T02:16:18.000Z,,1,350010915,0,prof_flaviano,90001605338,https://www.instagram.com/prof_flaviano/?igshid=YmMyMTA2M2Y=,1,https://twitter.com/ProfessorFlavi1?t=QVsLZYcD3EtyeKQSj0DFTg&s=08,professorflavi1,1,0,3,43,43,0,4028.905347222222,0.0,0.0
Alberto Lima,albertolimads,2020-09-28T08:39:30.000Z,,0,1310499254381752321,0,albertolimads,60001634425,https://instagram.com/albertolimads?igshid=YmMyMTA2M2Y=,1,https://twitter.com/albertolimads?s=21&t=zQ2VOxLXv5gHFy6V9FdO6g,albertolimads,1,1,3,8,8,0,688.6392361111111,0.0,0.0
